Game_Date,Opponent,Year,Coach,Record,Season_Wins,Season_Losses,Season_Ties,Season_Conference,Season_Conference_Place,BYU_Win,BYU_Score,Opponent_Score,Away
11/8,Mt St Charles,1930,G. Ott Romney,5-2-4,5,2,4,Rocky Mountai,3.0,0,13,13,1
11/15,Montana St,1930,G. Ott Romney,5-2-4,5,2,4,Rocky Mountai,3.0,1,19,6,0
11/22,Regis,1930,G. Ott Romney,5-2-4,5,2,4,Rocky Mountai,3.0,1,18,6,1
11/27,College of Idaho,1930,G. Ott Romney,5-2-4,5,2,4,Rocky Mountai,3.0,0,13,13,1
12/10,Hawai'i,1930,G. Ott Romney,5-2-4,5,2,4,Rocky Mountai,3.0,0,13,49,1
9/28,Nevada,1929,G. Ott Romney,5-3,5,3,0,Rocky Mountain,4.0,1,10,7,1
10/5,Calif Davis,1929,G. Ott Romney,5-3,5,3,0,Rocky Mountain,4.0,0,0,19,1
10/12,Montana State,1929,G. Ott Romney,5-3,5,3,0,Rocky Mountain,4.0,0,12,13,0
10/18,Utah St,1929,G. Ott Romney,5-3,5,3,0,Rocky Mountain,4.0,1,7,6,1
10/26,Western State,1929,G. Ott Romney,5-3,5,3,0,Rocky Mountain,4.0,1,33,12,0
11/2,Utah,1929,G. Ott Romney,5-3,5,3,0,Rocky Mountain,4.0,0,13,45,1
11/11,Colo St Teachers,1929,G. Ott Romney,5-3,5,3,0,Rocky Mountain,4.0,1,25,13,0
11/23,Wyoming,1929,G. Ott Romney,5-3,5,3,0,Rocky Mountain,4.0,1,40,0,0
9/29,College of Idaho,1928,G. Ott Romney,3-3-1,3,3,1,Rocky Mountain,10.0,1,9,6,0
10/6,UC Davis,1928,G. Ott Romney,3-3-1,3,3,1,Rocky Mountain,10.0,1,7,6,0
10/13,Colo A&M,1928,G. Ott Romney,3-3-1,3,3,1,Rocky Mountain,10.0,0,6,15,1
10/20,Western St,1928,G. Ott Romney,3-3-1,3,3,1,Rocky Mountain,10.0,1,46,0,1
10/27,Utah State,1928,G. Ott Romney,3-3-1,3,3,1,Rocky Mountain,10.0,0,0,10,0
11/3,Montana St,1928,G. Ott Romney,3-3-1,3,3,1,Rocky Mountain,10.0,0,7,19,1
11/17,Utah,1928,G. Ott Romney,3-3-1,3,3,1,Rocky Mountain,10.0,0,0,0,1
10/8,Colo A&M,1927,C.J. Hart,2-4-1,2,4,1,Rocky Mountain,7.0,0,0,29,1
10/15,UC Davis,1927,C.J. Hart,2-4-1,2,4,1,Rocky Mountain,7.0,0,0,0,1
10/22,Col Teachers,1927,C.J. Hart,2-4-1,2,4,1,Rocky Mountain,7.0,0,7,21,0
10/29,Utah State,1927,C.J. Hart,2-4-1,2,4,1,Rocky Mountain,7.0,0,0,22,1
11/5,Western State,1927,C.J. Hart,2-4-1,2,4,1,Rocky Mountain,7.0,1,60,7,0
11/12,Utah,1927,C.J. Hart,2-4-1,2,4,1,Rocky Mountain,7.0,0,0,20,0
11/19,Colorado Mines,1927,C.J. Hart,2-4-1,2,4,1,Rocky Mountain,7.0,1,38,19,0
10/2,UC Davis,1926,C.J. Hart,1-5-1,1,5,1,Rocky Mountain,9.0,0,0,17,0
10/9,Colo Teachers,1926,C.J. Hart,1-5-1,1,5,1,Rocky Mountain,9.0,0,6,12,1
10/15,Utah State,1926,C.J. Hart,1-5-1,1,5,1,Rocky Mountain,9.0,0,0,0,0
10/23,Western State,1926,C.J. Hart,1-5-1,1,5,1,Rocky Mountain,9.0,1,30,0,1
11/6,Montana State,1926,C.J. Hart,1-5-1,1,5,1,Rocky Mountain,9.0,0,0,27,1
11/13,Utah,1926,C.J. Hart,1-5-1,1,5,1,Rocky Mountain,9.0,0,7,40,1
11/20,Colorado A&M,1926,C.J. Hart,1-5-1,1,5,1,Rocky Mountain,9.0,0,6,19,0
10/10,Colo A&M,1925,C.J. Hart,3-3,3,3,0,Rocky Mountain,6.0,0,0,21,1
10/17,Colo Coll,1925,C.J. Hart,3-3,3,3,0,Rocky Mountain,6.0,1,7,6,0
10/24,Utah State,1925,C.J. Hart,3-3,3,3,0,Rocky Mountain,6.0,0,0,14,1
10/31,Utah,1925,C.J. Hart,3-3,3,3,0,Rocky Mountain,6.0,0,0,27,0
11/7,Western State,1925,C.J. Hart,3-3,3,3,0,Rocky Mountain,6.0,1,39,7,0
11/21,Montana State,1925,C.J. Hart,3-3,3,3,0,Rocky Mountain,6.0,1,16,7,0
10/3,Colo College,1924,Alvin Twitchell,2-3-1,2,3,1,Rocky Mountain,,1,3,0,1
10/11,Montana St,1924,Alvin Twitchell,2-3-1,2,3,1,Rocky Mountain,,0,0,13,1
10/25,Utah,1924,Alvin Twitchell,2-3-1,2,3,1,Rocky Mountain,,0,0,35,1
11/7,Utah St,1924,Alvin Twitchell,2-3-1,2,3,1,Rocky Mountain,,0,0,14,0
11/11,Western St,1924,Alvin Twitchell,2-3-1,2,3,1,Rocky Mountain,,1,26,13,1
11/15,Colo Mines,1924,Alvin Twitchell,2-3-1,2,3,1,Rocky Mountain,,0,0,0,1
9/29,Montana State,1923,Alvin Twitchell,2-5,2,5,0,Rocky Mountain,7.0,1,16,15,0
10/13,Colo A&M,1923,Alvin Twitchell,2-5,2,5,0,Rocky Mountain,7.0,0,6,14,1
10/20,Colorado,1923,Alvin Twitchell,2-5,2,5,0,Rocky Mountain,7.0,0,0,41,1
10/27,Utah,1923,Alvin Twitchell,2-5,2,5,0,Rocky Mountain,7.0,0,0,15,0
11/3,Western State,1923,Alvin Twitchell,2-5,2,5,0,Rocky Mountain,7.0,1,19,0,0
11/12,Utah State,1923,Alvin Twitchell,2-5,2,5,0,Rocky Mountain,7.0,0,0,40,1
11/29,Colo College,1923,Alvin Twitchell,2-5,2,5,0,Rocky Mountain,7.0,0,6,31,1
10/7,Utah State,1922,Alvin Twitchell,1-5,1,5,0,Rocky Mountain,8.0,0,3,41,0
10/14,Utah,1922,Alvin Twitchell,1-5,1,5,0,Rocky Mountain,8.0,0,0,49,1
10/24,Colo Mines,1922,Alvin Twitchell,1-5,1,5,0,Rocky Mountain,8.0,0,0,47,0
11/14,Wyoming,1922,Alvin Twitchell,1-5,1,5,0,Rocky Mountain,8.0,1,7,0,0
11/25,Colo A&M,1922,Alvin Twitchell,1-5,1,5,0,Rocky Mountain,8.0,0,0,33,1
11/30,Wyoming,1922,Alvin Twitchell,1-5,1,5,0,Rocky Mountain,8.0,0,0,13,1
